Timestamp,Plastic,Glass
1590109110,4,1
1590110070,4,4
1590110400,1,4
1590110460,1,1
1590125130,4,1
1590125190,1,1
1590138150,3,3
1590180990,1,1
1590188310,4,1
1590188370,1,1
1590215040,2,1
1590215130,1,1
1590224520,3,3
1590267420,1,1
1590270210,1,4
1590270240,1,1
1590291360,2,1
1590291390,1,1
1590293850,2,1
1590293880,4,1
1590295680,4,2
1590295830,4,4
1590299340,4,1
1590300390,1,1
1590310920,3,3
1590353850,1,1
1590365040,2,1
1590367560,4,1
1590369450,4,4
1590370080,1,4
1590370350,1,1
1590371130,1,4
1590371700,1,1
1590374280,1,4
1590375030,1,1
1590375600,1,2
1590375660,1,4
1590383340,1,1
1590383640,1,4
1590383760,1,1
1590397290,3,3
1590440220,1,1
1590443250,1,4
1590448590,1,1
1590450450,1,4
1590452070,1,1
1590454860,1,4
1590455250,2,4
1590457860,1,4
1590458160,4,4
1590458550,4,1
1590458610,1,1
1590458850,1,4
1590458940,4,4
1590459600,4,1
1590459810,1,1
1590459990,1,4
1590460020,1,1
1590463740,4,1
1590465570,1,1
1590470160,1,4
1590475440,1,1
1590483720,3,3
1590526620,1,4
1590529530,1,1
1590541050,1,4
1590543270,1,1
1590544140,1,4
1590544290,1,1
1590546390,4,1
1590546510,1,1
1590553230,1,2
1590553440,1,4
1590559260,3,4
1590559320,3,3
1590559620,1,4
1590570120,3,3
1590613200,3,1
1590621240,4,1
1590621270,1,1
1590625440,3,1
1590625500,1,1
1590625590,4,1
1590625830,1,1
1590628260,1,4
1590628710,1,1
1590642030,2,1
1590642990,4,1
1590643680,1,1
1590656520,3,3
1590699450,1,1
1590702930,4,1
1590703590,1,1
1590714180,1,4
1590714240,4,4
1590714420,1,4
1590714510,1,1
1590729690,1,4
1590729750,1,1
1590742920,3,3
1590785850,1,1
1590786900,2,1
1590786930,1,1
1590788340,1,4
1590788400,1,1
1590790920,1,4
1590791250,1,1
1590805080,1,2
1590805230,1,4
1590810540,1,1
1590819030,2,1
1590819330,1,1
1590829020,1,3
1590829200,3,3
1590872250,1,1
1590893190,2,1
1590893490,1,1
1590904380,3,1
1590904800,3,2
1590905160,1,2
1590906030,1,4
1590906840,1,1
1590915690,3,3
1590958620,1,1
1590978690,4,1
1590978840,1,1
1590995730,4,1
1590995970,1,1
1591002090,3,3
1591045050,1,1
1591073400,2,1
1591073550,4,1
1591077060,1,1
1591088520,3,3
1591131420,1,1
1591151070,2,1
1591152660,1,1
1591166880,4,1
1591166910,1,1
1591174890,3,3
1591217790,1,1
1591228530,2,1
1591228830,4,1
1591230840,1,1
1591234140,1,4
1591234170,4,4
1591234800,1,4
1591234830,1,1
1591261290,2,1
1591261350,3,3
1591304220,1,1
1591320090,1,4
1591320390,4,4
1591320540,1,1
1591334760,2,1
1591334820,1,1
1591334940,2,1
1591336080,1,1
1591336380,4,1
1591336440,1,1
1591347720,3,3
1591390620,1,1
1591405380,4,1
1591405560,1,1
1591434120,3,3
1591477020,1,1
1591490310,2,1
1591491780,4,1
1591492230,4,4
1591492500,4,1
1591494360,1,1
1591520520,3,3
1591563420,1,1
1591591140,4,1
1591591410,1,1
1591601100,1,4
1591601910,1,1
1591606950,3,3
1591649790,1,1
1591654470,2,1
1591654590,4,1
1591657140,4,4
1591657800,1,4
1591657860,1,1
1591659390,1,4
1591660080,1,1
1591667460,4,1
1591667910,1,1
1591679760,2,1
1591680390,4,1
1591688160,1,1
1591688460,4,1
1591688610,1,1
1591689480,1,3
1591689510,1,1
1591693290,1,2
1591693320,3,3
1591736220,1,1
1591752480,4,1
1591752540,1,1
1591775160,1,3
1591775280,3,3
1591787550,1,1
1591787610,3,3
1591822590,1,1
1591824150,4,1
1591825560,1,1
1591825890,1,4
1591825980,1,1
1591838340,1,4
1591838370,4,4
1591838700,1,1
1591842480,4,1
1591842810,1,1
1591849950,2,1
1591853700,4,1
1591860960,1,1
1591866090,3,3
1591909020,1,1
1591934700,1,4
1591934850,4,4
1591935090,1,4
1591935120,1,1
1591937850,4,1
1591938030,1,1
1591952520,3,3
1591995420,1,1
1592006730,1,4
1592006760,1,1
1592038950,3,3
1592081790,1,1
1592120220,4,1
1592120400,1,1
1592125290,3,3
1592168220,1,1
1592172420,1,4
1592173680,1,1
1592211720,3,3
1592254620,1,1
1592298090,3,3
1592341050,1,1
1592358780,1,4
1592359470,1,1
1592374080,1,4
1592377470,1,1
1592384520,3,3
1592427420,1,1
1592451000,1,4
1592451150,4,4
1592451390,1,1
1592459430,2,1
1592462670,1,1
1592462970,4,1
1592463420,1,1
1592470950,3,3
1592513790,1,1
1592517270,4,1
1592517570,1,1
1592517990,1,4
1592518800,1,1
1592535960,3,1
1592537430,1,1
1592541210,1,4
1592541240,4,4
1592541600,1,4
1592541630,1,1
1592557320,3,3
1592600190,1,1
1592609580,1,4
1592614920,1,1
1592615910,1,4
1592616690,1,1
1592618100,2,1
1592618520,1,1
1592618550,2,1
1592619120,1,1
1592643690,3,3
1592686620,1,1
1592695320,1,4
1592697480,1,1
1592712510,1,4
1592714430,1,1
1592717100,4,1
1592717160,1,1
1592722470,2,1
1592722500,1,1
1592723610,2,1
1592723700,1,1
1592727150,2,1
1592728080,1,1
1592730120,3,3
1592773020,1,1
1592805300,3,1
1592805330,1,1
1592812950,4,1
1592813010,1,1
1592816490,3,3
1592859390,1,1
1592902890,3,3
1592945820,1,1
1592957280,1,4
1592957550,4,4
1592957640,1,1
1592963160,2,1
1592963760,1,1
1592964060,4,1
1592964090,1,1
1592980830,4,1
1592980860,1,1
1592989290,3,3
1593032220,1,1
1593039420,1,4
1593039870,1,1
1593074220,4,1
1593074760,1,1
1593075060,4,1
1593075390,1,1
1593075720,3,3
1593118620,1,1
1593133800,1,4
1593133890,1,1
1593145800,2,1
1593145830,1,1
1593162120,3,3
1593205050,1,1
1593248490,3,3
1593291420,1,1
1593298620,3,1
1593298860,1,1
1593312000,2,1
1593313080,4,1
1593317880,1,1
1593327090,1,2
1593327510,1,1
1593327810,1,4
1593328860,1,1
1593334920,3,3
1593377820,1,1
1593382170,1,2
1593383640,1,1
1593396690,1,4
1593397260,1,1
1593421320,3,3
1593464190,1,1
1593465540,4,1
1593465630,1,1
1593470670,1,4
1593470910,1,1
1593480210,1,4
1593481230,1,1
1593483180,4,1
1593483540,1,1
1593484230,1,4
1593486030,1,1
1593487110,1,4
1593487770,1,1
1593503970,4,1
1593504150,1,1
1593507690,3,3
1593550590,1,1
1593553290,1,4
1593553470,1,1
1593587490,4,1
1593587580,1,1
1593594120,3,3
1593637050,1,1
1593645030,1,4
1593645780,1,1
1593679860,4,1
1593679980,1,1
1593680520,3,3
1593723420,1,1
1593733770,4,1
1593734160,1,1
1593766920,3,3
1593809820,1,1
1593815910,1,4
1593816720,1,1
1593821130,1,4
1593822570,1,1
1593824580,4,1
1593824670,1,1
1593844320,2,1
1593844470,1,1
1593844500,2,1
1593846750,4,1
1593847020,1,1
1593847050,4,1
1593847380,1,1
1593853320,3,3
1593896250,1,1
1593909870,1,4
1593909930,1,1
1593939030,2,1
1593939720,3,3
1593982620,1,1
1593987060,1,4
1593987600,1,1
1593990150,1,4
1593990870,1,1
1594002210,4,1
1594002300,1,1
1594024170,4,1
1594025040,1,1
1594026150,3,3
1594068990,1,1
1594080810,1,4
1594081350,1,1
1594087470,4,1
1594088220,1,1
1594095510,2,1
1594095840,1,1
1594095870,2,1
1594098450,4,1
1594102920,1,1
1594112520,3,3
1594155450,1,1
1594159680,1,2
1594159800,1,1
1594160100,1,4
1594161690,1,1
1594174650,1,4
1594174710,1,1
1594182000,1,4
1594182030,4,4
1594182330,1,4
1594182360,1,1
1594190040,1,4
1594191420,1,1
1594198920,3,3
1594241820,1,1
1594243440,4,1
1594243560,1,1
1594245480,4,1
1594245510,1,1
1594245930,2,1
1594247010,4,1
1594247070,1,1
1594247130,2,1
1594247400,1,1
1594248990,4,1
1594249140,1,1
1594271940,2,1
1594274790,4,1
1594275870,1,1
1594276170,4,1
1594276200,1,1
1594279170,4,1
1594279200,1,1
1594281780,1,4
1594281840,1,1
1594285290,3,3
1594328250,1,1
1594332960,1,4
1594334700,1,1
1594346520,1,4
1594346820,1,1
1594371690,3,3
1594414620,1,1
1594420650,1,4
1594421370,1,1
1594425300,2,1
1594425810,1,1
1594425930,2,1
1594426500,4,1
1594428240,1,1
1594458120,3,3
1594500990,1,1
1594544490,3,3
1594587420,1,1
1594601400,1,4
1594601610,4,4
1594601640,1,1
1594604010,4,1
1594604040,1,1
1594606140,1,4
1594606260,1,1
1594630890,3,3
1594673820,1,1
1594692300,4,1
1594692450,1,1
1594717320,3,3
1594760250,1,1
1594763190,1,4
1594763670,1,1
1594767450,1,4
1594768110,1,1
1594775280,4,1
1594776480,1,1
1594781340,1,3
1594781610,1,1
1594788960,4,1
1594789020,1,1
1594791180,1,4
1594791300,1,1
1594803720,3,3
1594846620,1,1
1594848720,1,4
1594848750,1,1
1594864920,4,1
1594865040,1,1
1594876830,4,4
1594877130,1,4
1594877160,1,1
1594888230,4,1
1594888500,1,1
1594890120,3,3
1594933050,1,1
1594939080,1,2
1594939140,1,1
1594942230,1,2
1594943250,1,1
1594943550,1,4
1594943580,1,1
1594960110,4,1
1594960380,1,1
1594976520,3,3
1595019420,1,1
1595020380,1,4
1595020650,1,1
1595062920,3,3
1595105850,1,1
1595122350,4,1
1595122410,1,1
1595149350,3,3
1595192130,1,1
1595218290,2,1
1595220690,1,1
1595220990,4,1
1595221080,2,1
1595221350,1,1
1595221470,2,1
1595221860,1,1
1595221890,2,1
1595222220,1,1
1595222250,2,1
1595222460,4,1
1595224890,1,1
1595235750,3,3
1595278590,1,1
1595282670,4,1
1595282970,1,1
1595311470,1,4
1595312910,4,4
1595313030,1,4
1595313900,1,1
1595322150,3,3
1595365050,1,1
1595381490,4,1
1595381790,1,1
1595384220,4,1
1595385330,1,1
1595400540,4,1
1595400600,1,1
1595408490,3,3
1595451420,1,1
1595460300,4,1
1595460360,1,1
1595460780,4,1
1595461470,1,1
1595467710,4,1
1595467770,1,1
1595493270,1,4
1595494920,3,3
1595537850,1,4
1595538570,1,1
1595576790,4,1
1595576880,1,1
1595581290,3,3
1595624220,1,1
1595641740,4,1
1595641830,1,1
1595641950,1,4
1595642220,4,4
1595642310,1,1
1595646360,1,4
1595646570,1,1
1595667720,3,3
1595710620,1,1
1595711580,2,1
1595711610,1,1
1595712330,4,1
1595714370,1,1
1595749770,1,4
1595751450,1,1
1595754090,3,3
1595797020,1,1
1595798490,1,4
1595800710,1,1
1595814150,4,1
1595814240,1,1
1595840520,3,3
1595883390,1,1
1595926950,3,3
1595969850,1,1
1596013320,3,3
1596056190,1,1
1596079950,1,4
1596080040,1,1
1596097050,2,1
1596097140,1,1
1596097440,4,1
1596097560,1,1
1596099750,3,3
1596142620,1,1
1596159810,4,1
1596159840,1,1
1596168750,4,1
1596168870,1,1
1596174180,1,4
1596174390,1,1
1596185580,4,1
1596186150,3,3
1596229020,1,1
1596246690,4,1
1596246750,1,1
1596259800,1,4
1596259920,1,1
1596262290,2,1
1596262320,1,1
1596272520,3,3
1596315420,1,1
1596321090,2,1
1596321870,1,1
1596321900,2,1
1596322110,1,1
1596322140,2,1
1596322200,1,1
1596322320,2,1
1596322530,1,1
1596322650,2,1
1596322710,1,1
1596322830,2,1
1596322920,1,1
1596323220,4,1
1596323400,1,1
1596332040,1,4
1596332220,1,1
1596345810,2,1
1596347400,1,1
1596347430,2,1
1596347490,1,1
1596347610,2,1
1596347670,1,1
1596347790,2,1
1596348180,1,1
1596358890,3,3
1596401820,1,1
1596445290,3,3
1596488220,1,1
1596512490,1,4
1596512940,1,1
1596518430,4,1
1596518460,1,1
1596524610,4,1
1596524760,1,1
1596525060,4,1
1596525210,1,1
1596527940,1,4
1596531690,3,3
1596574650,1,4
1596576600,1,1
1596588900,4,1
1596589260,1,1
1596602850,2,1
1596603030,1,1
1596603330,4,1
1596603720,1,1
1596605820,1,4
1596605940,1,1
1596606300,4,1
1596606330,1,1
1596610380,4,1
1596610770,1,1
1596618120,3,3
1596661020,1,1
1596679920,1,4
1596680130,1,1
1596683880,4,1
1596684360,1,1
1596704490,3,3
1596747420,1,1
1596764130,4,1
1596764160,1,1
1596790920,3,3
1596833850,1,1
1596847770,1,4
1596848640,1,1
1596857940,1,4
1596858060,1,1
1596875490,1,4
1596875580,1,1
1596877320,3,3
1596920220,1,1
1596952260,1,3
1596952860,1,1
1596963690,3,3
1597006620,1,1
1597010370,1,4
1597010460,1,1
1597011240,1,4
1597011570,1,1
1597013220,1,4
1597013280,1,1
1597019640,1,4
1597019700,1,1
1597039620,4,1
1597039740,1,1
1597048200,1,3
1597048830,1,1
1597050120,3,3
1597093020,1,1
1597093500,1,4
1597093620,1,1
1597106130,4,1
1597106700,1,1
1597125630,1,4
1597125840,1,1
1597136520,3,3
1597179420,1,1
1597189620,4,1
1597189800,1,1
1597210380,4,1
1597210470,1,1
1597210770,4,1
1597210860,1,1
1597211280,4,1
1597214130,1,1
1597222890,3,3
1597265850,1,1
1597281780,1,4
1597282050,1,1
1597286580,1,4
1597287360,1,1
1597290630,1,4
1597291410,1,1
1597293120,1,4
1597294410,1,1
1597309320,3,3
1597352220,1,1
1597364730,2,1
1597365300,1,1
1597365600,4,4
1597365780,2,4
1597365840,1,4
1597365990,1,1
1597372740,4,1
1597372800,1,1
1597395750,3,3
1597438620,1,1
1597445370,4,1
1597445400,1,1
1597463460,1,4
1597463490,1,1
1597465320,1,3
1597465380,1,1
1597482120,3,3
1597525020,1,1
1597526940,4,1
1597526970,1,1
1597541490,1,4
1597541670,1,1
1597557120,1,3
1597557180,1,1
1597557450,2,1
1597557660,1,1
1597557900,2,1
1597557930,1,1
1597560840,2,1
1597561500,1,1
1597561800,4,1
1597561950,1,1
1597568490,3,3
1597611390,1,1
1597629660,2,1
1597630080,1,1
1597630380,4,1
1597630650,1,1
1597634910,4,1
1597635060,1,1
1597645200,1,4
1597645680,1,1
1597652880,1,4
1597653090,1,1
1597653810,2,1
1597653900,1,1
1597654920,3,3
1597697820,1,1
1597711830,2,1
1597711860,1,1
1597712160,4,1
1597714140,1,1
1597721700,1,4
1597721730,1,1
1597727610,2,1
1597728000,1,1
1597728300,4,1
1597728450,1,1
1597741320,3,3
1597784220,1,1
1597806660,4,1
1597807080,1,1
1597827690,3,3
1597870620,1,1
1597885830,4,1
1597886040,1,1
1597900650,4,1
1597900830,1,1
1597913610,1,4
1597914150,3,3
1597957020,1,4
1597957740,1,1
1597971570,4,1
1597971630,1,1
1597986600,4,1
1597986750,1,1
1597989240,1,4
1597989300,1,1
1598000520,3,3
1598043390,1,1
1598060310,2,1
1598061390,4,1
1598063400,1,1
1598086920,3,3
1598129820,1,1
1598131350,1,4
1598131710,1,1
1598144670,1,4
1598145060,1,1
1598159130,1,4
1598160600,1,1
1598166690,2,1
1598166810,1,1
1598166990,2,1
1598167290,1,1
1598173320,3,3
1598216250,4,1
1598216280,1,1
1598236770,2,1
1598236860,1,1
1598236980,2,1
1598237850,1,1
1598237970,2,1
1598238150,1,1
1598238450,4,1
1598238750,1,1
1598259690,3,3
1598302650,1,1
1598346090,3,3
1598389020,1,1
1598393730,4,1
1598393760,1,1
1598413680,2,1
1598414880,4,1
1598421120,2,1
1598421150,1,1
1598432520,3,3
1598475420,1,4
1598475450,1,1
1598490360,4,1
1598490390,1,1
1598518920,3,3
1598561820,1,1
1598562900,4,1
1598563230,1,1
1598595390,1,4
1598599140,1,1
1598599830,1,4
1598602890,1,1
1598603190,1,4
1598604510,1,1
1598605350,3,3
1598648190,1,1
1598665260,1,4
1598665500,1,1
1598691420,1,4
1598691690,3,3
1598734620,1,4
1598736690,1,1
1598764830,2,1
1598765340,1,1
1598774970,1,4
1598778120,3,3
1598821170,1,1
1598826660,1,3
1598827440,1,1
1598838960,2,1
1598840640,4,1
1598842050,1,1
1598859150,4,1
1598859450,1,1
1598864520,3,3
1598907420,1,1
1598912400,1,4
1598912520,1,1
1598950920,3,3
1598993820,1,1
1599016950,4,1
1599017070,1,1
1599032430,4,1
1599032550,1,1
1599037290,3,3
1599080220,1,1
1599095520,4,1
1599095640,1,1
1599106890,4,1
1599107130,1,1
1599108540,1,3
1599108630,1,1
1599109800,1,3
1599109860,1,1
1599123720,3,3
1599166620,1,1
1599187230,1,3
1599187440,1,1
1599187920,1,3
1599188190,1,1
1599189900,1,3
1599190140,1,1
1599208200,1,4
1599210150,3,3
1599258690,3,4
1599258750,4,4
1599258780,1,1
1599260100,4,1
1599260130,1,1
1599273930,4,1
1599274080,1,1
1599296520,3,3
1599339420,1,1
1599353250,2,1
1599353790,1,1
1599353940,2,1
1599354000,4,1
1599357510,1,1
1599372030,2,1
1599372150,1,1
1599382920,3,3
1599425820,1,1
1599427890,1,4
1599427950,1,1
1599466110,2,1
1599466860,1,1
1599467160,4,1
1599467580,1,1
1599469320,3,3
1599512220,1,1
1599555720,3,3
1599594900,4,4
1599598140,3,3
1599598620,1,4
1599602130,1,1
1599642090,3,3
1599685020,1,1
1599688140,1,4
1599688290,1,1
1599692100,3,1
1599692700,1,1
1599698700,1,3
1599698790,1,1
1599709560,3,1
1599709980,1,1
1599718200,3,1
1599718440,1,1
1599726330,4,1
1599726390,1,1
1599728520,3,3
1599771420,1,1
1599784980,3,1
1599785340,1,1
1599787980,3,1
1599788220,1,1
1599794100,1,3
1599794190,1,1
1599794520,3,1
1599794640,3,3
1599794880,1,3
1599795090,1,1
1599797340,1,3
1599797430,1,1
1599801180,3,1
1599801540,1,1
1599802620,3,1
1599802980,1,1
1599814920,3,3
1599857790,1,1
1599858750,1,4
1599858930,1,1
1599872160,2,1
1599872550,1,1
1599872820,2,1
1599873810,4,1
1599879270,1,1
1599901350,3,3
1599944250,1,1
1599948990,1,4
1599949110,1,1
1599959670,2,1
1599959760,1,1
1599960750,4,1
1599960810,1,1
1599978060,1,2
1599978090,1,1
1599978540,1,2
1599978600,1,1
1599987720,3,3
1600030620,1,1
1600051530,2,1
1600052250,1,1
1600052310,2,1
1600052520,1,1
1600074120,3,3
1600116990,1,1
1600119510,4,1
1600119630,1,1
1600145340,3,1
1600145400,1,1
1600145520,2,1
1600145550,1,1
1600147320,1,4
1600147530,1,1
1600160520,3,3
1600203450,1,1
1600242000,1,4
1600242120,1,1
1600246950,3,3
1600289790,1,1
1600333320,3,3
1600376220,1,1
1600391490,4,1
1600391520,1,1
1600419720,3,3
1600422970,3,3
1600462650,1,1
1600466070,2,1
1600466160,1,1
1600467180,1,4
1600467480,1,1
1600473300,1,4
1600475340,1,1
1600479060,2,1
1600479090,1,1
1600502370,2,1
1600506090,3,3
1600549020,1,1
1600571460,1,4
1600571490,1,1
1600588470,1,4
1600589970,1,1
1600592520,3,3
1600635420,1,1
1600661940,4,1
1600662030,1,1
1600662810,4,1
1600665210,1,1
1600672950,1,2
1600673100,1,1
1600678920,3,3
1600721820,1,1
1600741800,4,1
1600742040,1,1
1600765290,3,3
1600808190,1,1
1600825470,2,1
1600827000,1,1
1600827030,2,1
1600827300,4,1
1600828860,1,1
1600851690,3,3
1600894590,1,1
1600902900,2,1
1600903140,1,1
1600903260,2,1
1600904850,4,1
1600908060,1,1
1600908360,4,1
1600908480,1,1
1600918890,2,1
1600920240,1,1
1600920360,2,1
1600921230,4,1
1600928040,1,1
1600938120,3,3
1600981020,1,1
1601000520,2,1
1601002110,4,1
1601003460,1,1
1601024520,3,3
1601041680,3,3
1601067390,1,1
1601083830,1,4
1601085480,1,1
1601089920,2,1
1601089950,1,1
1601089980,2,1
1601090040,1,1
1601090820,2,1
1601090940,1,1
1601110950,3,3
1601153790,1,1
1601164140,2,1
1601164350,4,1
1601164590,4,4
1601164890,4,1
1601165430,4,4
1601165460,4,1
1601166090,1,1
1601191380,2,1
1601191500,1,1
1601192610,2,1
1601193000,1,1
1601197320,3,3
1601240220,1,1
1601258760,4,1
1601258820,1,1
1601272020,4,1
1601272050,1,1
1601283750,3,3
1601326650,1,1
1601350110,2,1
1601350170,1,1
1601354700,4,1
1601354850,1,1
1601355000,4,1
1601355450,1,1
1601362080,1,2
1601362110,1,1
1601362410,1,4
1601362680,1,1
1601364930,1,4
1601365170,1,1
1601370150,3,3
1601412990,1,1
1601417550,2,1
1601417580,1,1
1601417880,4,1
1601427900,1,1
1601438040,1,4
1601438760,1,1
1601449380,4,1
1601449470,1,1
1601456490,3,3
1601499420,4,1
1601499660,1,1
1601520060,4,1
1601520150,1,1
1601542920,3,3
1601585820,1,1
1601586990,1,4
1601587140,1,1
1601590200,4,1
1601590260,1,1
1601607810,4,1
1601608080,1,1
1601613800,1,1
1601615889,1,1
1601616007,1,1
1601616015,1,1
1601629320,3,3
1601672220,1,1
1601715720,3,3
1601755200,4,4
1601756340,1,4
1601756970,1,1
1601760540,2,1
1601760660,1,1
1601802120,3,3
1601841600,4,4
1601842440,1,4
1601842470,1,1
1601851590,4,1
1601851950,1,1
1601872680,1,4
1601872710,4,4
1601872770,4,1
1601873160,1,4
1601873220,1,1
1601884920,3,3
1601927790,1,1
1601946840,2,1
1601946900,1,1
1601971290,3,3
1602014220,1,1
1602017250,4,1
1602019320,1,1
1602024840,1,4
1602025230,1,1
1602035970,2,1
1602037110,1,1
1602037260,2,1
1602037440,4,1
1602038190,1,1
1602038490,4,1
1602038940,1,1
1602043740,1,4
1602045210,1,1
1602057720,3,3
1602100650,1,1
1602101160,1,4
1602101220,1,1
1602115110,2,1
1602117000,1,1
1602117300,4,1
1602119490,1,1
1602135600,4,1
1602135840,1,1
1602144150,3,3
1602186990,1,1
1602193050,4,1
1602193230,1,1
1602230520,3,3
1602273420,1,1
1602278280,2,1
1602278520,1,1
1602278820,4,1
1602279420,1,1
1602279720,4,1
1602279990,1,1
1602286620,1,4
1602286770,1,1
1602316920,3,3
1602359820,1,1
1602403290,3,3
1602446220,4,1
1602446310,1,1
1602461520,2,1
1602461760,4,1
1602466680,1,1
1602470580,1,4
1602470730,1,1
1602486390,1,4
1602487020,1,1
1602489690,3,3
1602532620,1,1
1602533940,2,1
1602534060,1,1
1602540510,2,1
1602540720,4,1
1602543240,1,1
1602557670,4,1
1602557700,1,1
1602576120,3,3
1602619020,1,1
1602619290,4,1
1602619380,1,1
1602643110,4,1
1602643170,1,1
1602649530,1,4
1602649590,1,1
1602662490,3,3
1602705420,1,1
1602712560,2,1
1602712680,1,1
1602713910,2,1
1602714000,1,1
1602732060,2,1
1602732120,1,1
1602732150,2,1
1602732270,4,1
1602733020,1,1
1602733320,4,1
1602733770,1,1
1602748920,3,3
1602791820,1,1
1602794820,1,4
1602795120,1,1
1602816150,4,1
1602816270,1,1
1602835320,3,3
1602878220,1,1
1602885510,2,1
1602885630,4,1
1602886020,1,1
1602898920,1,4
1602900540,1,1
1602907890,1,4
1602908910,1,1
1602910020,1,4
1602910170,1,1
1602921720,3,3
1602964620,1,1
1602973710,2,1
1602974370,1,1
1603008120,3,3
1603051020,1,1
1603053180,1,4
1603053270,1,1
1603089060,1,4
1603089090,1,1
1603094520,3,3
1603137390,1,1
1603150410,1,4
1603150800,1,1
1603158510,4,1
1603158570,1,1
1603180920,3,3
1603223820,1,1
1603248660,1,4
1603248750,1,1
1603252980,1,4
1603253010,4,4
1603253040,4,1
1603253070,1,1
1603255560,2,1
1603257570,4,1
1603260570,1,1
1603267320,3,3
1603310220,1,1
1603316220,2,1
1603317660,1,1
1603317960,4,1
1603318110,2,1
1603318770,4,1
1603320210,1,1
1603334010,2,1
1603334550,1,1
1603338300,4,1
1603338390,1,1
1603340340,2,1
1603340910,4,1
1603344300,1,1
1603353750,3,3
1603396590,1,1
1603420620,4,1
1603421040,1,1
1603435980,4,1
1603436280,1,1
1603440120,3,3
1603483020,1,1
1603516860,1,4
1603520370,1,1
1603526520,3,3
